,x5,magnit
1405,Сервер Dell PowerEdge R640 КЦ,Сервер Dell PowerEdge R640 Server для управления двором (QMS) РЦ с ТП 5 лет
1406,Цифровой телефон DECT Gigaset A415 ТС5,Gigaset A420
1407,Коммутатор Cisco WS-C2960X-48TD-L КЦ,Cisco WS-C2960C-8TC-L
1408,Коммутатор Cisco WS-C2960X-48TD-L КЦ,Cisco WS-C2960C-8TC-L
1409,Жесткий диск WD10PURX 1 Тб (ОЭ) ТС5,Жесткий диск WD10PURZ
1410,Жесткий диск WD10PURX 1 Тб (ОЭ) ТС5,Жесткий диск WD10PURZ
1411,Жесткий диск WD10PURX 1 Тб (ОЭ) ТС5,Жесткий диск WD10PURZ
1412,Жесткий диск WD10PURX 1 Тб (ОЭ) ТС5,Жесткий диск WD10PURZ
1413,ФТС5 АКБ для ИБП Delta DT 1207 (12V/7Ah),Delta DTM 1209
1414,ФТС5 АКБ для ИБП Delta DT 1207 (12V/7Ah),АКБ Delta DTM 1207
1415,ФТС5 АКБ для ИБП Delta DT 1207 (12V/7Ah),АКБ Delta DT 1207
1416,ФТС5 АКБ для ИБП Delta DT 1207 (12V/7Ah),АКБ Delta DTM 1207
1417,ФТС5 АКБ для ИБП Delta DT 1207 (12V/7Ah),АКБ Delta DTM 1207
1418,ФТС5 АКБ для ИБП Delta DT 1207 (12V/7Ah),АКБ Delta DT 1207
1419,ФТС5 АКБ для ИБП Delta DT 1207 (12V/7Ah),АКБ Delta DT 1207
1420,Цифровой телефон DECT Gigaset A415 ТС5,Gigaset A420
1421,Цифровой телефон DECT Gigaset A415 ТС5,Gigaset A420
1422,ГМ Ручн.сканер 2D Honeywell 1450g2D +каб,Honeywell 1450g2D-2
1423,Коммутатор Cisco WS-C2960RX-48TS-L КЦ,Cisco WS-C2960C-8TC-L
1424,Коммутатор Cisco WS-C2960RX-48TS-L КЦ,Cisco WS-C2960C-8TC-L
1425,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1426,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1427,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1428,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1429,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1430,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1431,ТС5 Ручной сканер 2D Honeywell 1450g2D,Honeywell 1450g2D-2
1432,ТС5 Ручной сканер 2D Honeywell 1450g2D,Honeywell 1450g2D-2
1433,ТС5 Ручной сканер 2D Honeywell 1450g2D,Honeywell 1450g2D-2
1434,Лоток для МФУ HP LaserJet Pro MFP M426dw,МФУ HP LaserJet Pro MFP M132fn
1435,Лоток для МФУ HP LaserJet Pro MFP M426dw,МФУ HP LaserJet Pro MFP M132fn
1436,Лоток для МФУ HP LaserJet Pro MFP M426dw,МФУ HP LaserJet Pro MFP M132fn
1437,Коммутатор Cisco WS-C2960X-24TD-L КЦ,Cisco WS-C2960C-8TC-L
1438,Коммутатор Cisco WS-C2960X-24TD-L КЦ,Cisco WS-C2960C-8TC-L
1439,Цифровой телефон DECT Gigaset A415 ТС5,Gigaset A420
1440,Жесткий диск WD10PURX 1 Тб (ОЭ) ТС5,Жесткий диск WD10PURZ
1441,Жесткий диск WD10PURX 1 Тб (ОЭ) ТС5,Жесткий диск WD10PURZ
1442,Жесткий диск WD10PURX 1 Тб (ОЭ) ТС5,Жесткий диск WD10PURZ
1443,Жесткий диск WD10PURX 1 Тб (ОЭ) ТС5,Жесткий диск WD10PURZ
1444,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
1445,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
1446,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
1447,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
1448,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
1449,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
1450,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
1451,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
1452,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
1453,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
1454,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
1455,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
1456,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
1457,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
1458,Цифровой телефон DECT Gigaset A415 ГМ,Gigaset A420
1459,Аккумуляторная батарея HBLU2,Аккумуляторная батарея 9Ач/12В
1460,Аккумуляторная батарея HBLU2,Аккумуляторная батарея HBLU2 (Battery) 3.7V 2850mAh для Urovo U2
1461,Аккумуляторная батарея HBLU2,Аккумуляторная батарея 12V7Ah (заказ)
1462,Аккумуляторная батарея HBLU2,Аккумуляторная батарея 12V12Ah (заказ)
1463,Аккумуляторная батарея HBLU2,Аккумуляторная батарея HBLU2 (Battery) 3.7V 2850mAh для Urovo U2
1464,Аккумуляторная батарея HBLU2,Аккумуляторная батарея 12V7Ah (заказ)
1465,Аккумуляторная батарея HBLU2,Аккумуляторная батарея 12V7Ah (заказ)
1466,Аккумуляторная батарея HBLU2,Аккумуляторная батарея 12V7Ah (заказ)
1467,Аккумуляторная батарея HBLU2,Аккумуляторная батарея HBLU2 (Battery) 3.7V 2850mAh для Urovo U2
1468,Аккумуляторная батарея HBLU2,Аккумуляторная батарея 12V7Ah (заказ)
1469,Аккумуляторная батарея HBLU2,Аккумуляторная батарея 12V7Ah (заказ)
1470,Аккумуляторная батарея HBLU2,Аккумуляторная батарея 12V12Ah (заказ)
1471,Аккумуляторная батарея HBLU2,Аккумуляторная батарея HBLU2 (Battery) 3.7V 2850mAh для Urovo U2
1472,Аккумуляторная батарея HBLU2,Аккумуляторная батарея 12V7Ah (заказ)
1473,Аккумуляторная батарея HBLU2,"Аккумуляторная батарея для Work About Pro 4, литийонная WA 3010"
1474,Аккумуляторная батарея HBLU2,Аккумуляторная батарея 9Ач/12В
1475,Аккумуляторная батарея HBLU2,Аккумуляторная батарея 12V7Ah (заказ)
1476,Аккумуляторная батарея HBLU2,Аккумуляторная батарея 12V7Ah (заказ)
1477,Аккумуляторная батарея HBLU2,Аккумуляторная батарея 12V7Ah (заказ)
1478,Аккумуляторная батарея HBLU2,Аккумуляторная батарея 12V12Ah (заказ)
1479,Аккумуляторная батарея HBLU2,Аккумуляторная батарея 12V12Ah (заказ)
1480,Аккумуляторная батарея HBLU2,Аккумуляторная батарея 12V12Ah (заказ)
1481,Аккумуляторная батарея HBLU2,Аккумуляторная батарея 12V7Ah (заказ)
1482,Аккумуляторная батарея HBLU2,Аккумуляторная батарея 12V7Ah (заказ)
1483,Аккумуляторная батарея HBLU2,Аккумуляторная батарея 12V7Ah (заказ)
1484,Аккумуляторная батарея HBLU2,Аккумуляторная батарея 12V7Ah (заказ)
1485,Аккумуляторная батарея HBLU2,Аккумуляторная батарея 12V12Ah (заказ)
1486,Аккумуляторная батарея HBLU2,Аккумуляторная батарея HBLU2 (Battery) 3.7V 2850mAh для Urovo U2
1487,Аккумуляторная батарея HBLU2,Аккумуляторная батарея 12V7Ah (заказ)
1488,Аккумуляторная батарея HBLU2,Аккумуляторная батарея 12V12Ah (заказ)
1489,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1490,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1491,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1492,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1493,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1494,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1495,Коммутатор Cisco WS-C2960RX-48TS-L КЦ,Cisco WS-C2960C-8TC-L
1496,Коммутатор Cisco WS-C2960RX-48TS-L КЦ,Cisco WS-C2960C-8TC-L
1497,Коммутатор Cisco WS-C2960X-48TD-L КЦ,Cisco WS-C2960C-8TC-L
1498,Коммутатор Cisco WS-C2960X-48TD-L КЦ,Cisco WS-C2960C-8TC-L
1499,Коммутатор Cisco WS-C2960X-48TD-L КЦ,Cisco WS-C2960C-8TC-L
1500,Коммутатор Cisco WS-C2960X-48TD-L КЦ,Cisco WS-C2960C-8TC-L
1501,Коммутатор Cisco WS-C2960X-48TD-L КЦ,Cisco WS-C2960C-8TC-L
1502,Коммутатор Cisco WS-C2960X-48TD-L КЦ,Cisco WS-C2960C-8TC-L
1503,Сервер Dell Power Edge R640 КЦ,"Сервер Dell PowerEdge R440 2xGold 6240/6x16Gb RDIMM/8x900Gb 15K 2.5"" SAS/PERC H730P 2Gb/2x550W/5Y"
1504,Сервер Dell Power Edge R640 КЦ,"Сервер Dell PowerEdge R640 2xGold 6226R/6x16Gb RDIMM/8x900Gb 15K 2.5"" SAS/PERC H730P 2Gb/2x750W/5Y"
1505,Сервер Dell Power Edge R640 КЦ,"Сервер Dell PowerEdge R440 2xGold 6240/6x16Gb RDIMM/8x900Gb 15K 2.5"" SAS/PERC H730P 2Gb/2x550W/5Y"
1506,Сервер Dell Power Edge R640 КЦ,Сервер Dell PowerEdge R640 Server Сервер БД и Виртуализации РЦ с ТП 5 лет
1507,Сервер Dell Power Edge R640 КЦ,"Сервер Dell PowerEdge R640 2xGold 6226R/6x16Gb RDIMM/8x900Gb 15K 2.5"" SAS/PERC H730P 2Gb/2x750W/5Y"
1508,Сервер Dell Power Edge R640 КЦ,Сервер Dell PowerEdge R640 Server Сервер БД и Виртуализации РЦ с ТП 5 лет
1509,Сервер Dell Power Edge R640 КЦ,Сервер 1С Dell PowerEdge R740 Server
1510,Сервер Dell Power Edge R640 КЦ,Сервер Dell PowerEdge R640 Server Сервер БД и Виртуализации РЦ с ТП 5 лет
1511,Сервер Dell Power Edge R640 КЦ,Сервер Dell PowerEdge R640 Server для управления двором (QMS) РЦ с ТП 5 лет
1512,Маршрутизатор Cisco ISR4331R-V/K9,Cisco ISR4431-SEC/K9
1513,Маршрутизатор Cisco ISR4331R-V/K9,Cisco ISR4431-SEC/K9
1514,ТС5 Ручной сканер 2D Honeywell 1450g2D,Honeywell 1450g2D-2
1515,ТС5 Ручной сканер 2D Honeywell 1450g2D,Honeywell 1450g2D-2
1516,ТС5 Ручной сканер 2D Honeywell 1450g2D,Honeywell 1450g2D-2
1517,ТС5 Ручной сканер 2D Honeywell 1450g2D,Honeywell 1450g2D-2
1518,Коммутатор,Неуправляемый коммутатор 16 портов netis ST3116P
1519,Коммутатор,Неуправляемый коммутатор 8 портов Netis ST3108S
1520,Коммутатор,Коммутатор Cisco SB SF220-24P-K9-EU
1521,Коммутатор,Коммутатор Cisco SB SF220-24P-K9-EU
1522,Коммутатор,Коммутатор Cisco SB SF220-24P-K9-EU
1523,Коммутатор,"Коммутатор S5731-S24P4X 24*10/100/1000BASE-T ports,4*10GE SFP+ ports,PoE+, without power module"
1524,Коммутатор,Неуправляемый коммутатор 16 портов netis ST3116P
1525,Коммутатор,Неуправляемый коммутатор 8 портов Netis ST3108S
1526,Коммутатор,Коммутатор Cisco SB SF220-24P-K9-EU
1527,Коммутатор,Неуправляемый коммутатор 16 портов netis ST3116P
1528,Коммутатор,Неуправляемый коммутатор 8 портов Netis ST3108S
1529,Коммутатор,Неуправляемый коммутатор 8 портов Netis ST3108S
1530,Коммутатор,Коммутатор Cisco SB SF220-24P-K9-EU
1531,Коммутатор,Неуправляемый коммутатор 16 портов netis ST3116P
1532,Коммутатор,Неуправляемый коммутатор 8 портов Netis ST3108S
1533,Коммутатор,Неуправляемый коммутатор 8 портов Netis ST3108S
1534,Коммутатор,"Коммутатор Tenda S108 Switch 8 портов, 10/100Мбит/сек"
1535,Коммутатор,Неуправляемый коммутатор 16 портов netis ST3116P
1536,Коммутатор,Коммутатор Cisco SB SF220-24P-K9-EU
1537,Коммутатор,Беспроводной коммутатора NX-5500-100R0-WR
1538,Коммутатор,Неуправляемый коммутатор 16 портов netis ST3116P
1539,Коммутатор,Неуправляемый коммутатор 8 портов Netis ST3108S
1540,Коммутатор,Неуправляемый коммутатор 8 портов Netis ST3108S
1541,Коммутатор,Коммутатор Cisco SB SF220-24P-K9-EU
1542,Коммутатор,Неуправляемый коммутатор 16 портов netis ST3116P
1543,Коммутатор,"Коммутатор S5731-S24P4X 24*10/100/1000BASE-T ports,4*10GE SFP+ ports,PoE+, without power module"
1544,Коммутатор,Неуправляемый коммутатор 16 портов netis ST3116P
1545,Коммутатор,Неуправляемый коммутатор 8 портов Netis ST3108S
1546,Коммутатор,Коммутатор Cisco SB SF220-24P-K9-EU
1547,Коммутатор,Коммутатор Cisco SB SF220-24P-K9-EU
1548,Коммутатор,Коммутатор Cisco SB SF220-24P-K9-EU
1549,Коммутатор,"Коммутатор S5731-S24P4X 24*10/100/1000BASE-T ports,4*10GE SFP+ ports,PoE+, without power module"
1550,Коммутатор,Неуправляемый коммутатор 16 портов netis ST3116P
1551,Коммутатор,Неуправляемый коммутатор 8 портов Netis ST3108S
1552,Коммутатор,Коммутатор Cisco SB SF220-24P-K9-EU
1553,Коммутатор,Неуправляемый коммутатор 16 портов netis ST3116P
1554,Коммутатор,Неуправляемый коммутатор 8 портов Netis ST3108S
1555,Коммутатор,Неуправляемый коммутатор 8 портов Netis ST3108S
1556,Коммутатор,Коммутатор Cisco SB SF220-24P-K9-EU
1557,Коммутатор,Неуправляемый коммутатор 16 портов netis ST3116P
1558,Коммутатор,Неуправляемый коммутатор 8 портов Netis ST3108S
1559,Коммутатор,Неуправляемый коммутатор 8 портов Netis ST3108S
1560,Коммутатор,"Коммутатор Tenda S108 Switch 8 портов, 10/100Мбит/сек"
1561,Коммутатор,Неуправляемый коммутатор 16 портов netis ST3116P
1562,Коммутатор,Коммутатор Cisco SB SF220-24P-K9-EU
1563,Коммутатор,Беспроводной коммутатора NX-5500-100R0-WR
1564,Коммутатор,Неуправляемый коммутатор 16 портов netis ST3116P
1565,Коммутатор,Неуправляемый коммутатор 8 портов Netis ST3108S
1566,Коммутатор,Неуправляемый коммутатор 8 портов Netis ST3108S
1567,Коммутатор,Коммутатор Cisco SB SF220-24P-K9-EU
1568,Коммутатор,Неуправляемый коммутатор 16 портов netis ST3116P
1569,Коммутатор,"Коммутатор S5731-S24P4X 24*10/100/1000BASE-T ports,4*10GE SFP+ ports,PoE+, without power module"
1570,Подставка для сканера Honeywell 1450g ГМ,Honeywell 1450g2D-2
1571,Цифровой телефон DECT Gigaset A415 ГМ,Gigaset A420
1572,Сервер Dell PowerEdge R440 КЦ,"Сервер Dell PowerEdge R440 2xGold 6240/6x16Gb RDIMM/8x900Gb 15K 2.5"" SAS/PERC H730P 2Gb/2x550W/5Y"
1573,Сервер Dell PowerEdge R440 КЦ,"Сервер Dell PowerEdge R640 2xGold 6226R/6x16Gb RDIMM/8x900Gb 15K 2.5"" SAS/PERC H730P 2Gb/2x750W/5Y"
1574,Сервер Dell PowerEdge R440 КЦ,"Сервер Dell PowerEdge R440 2xGold 6240/6x16Gb RDIMM/8x900Gb 15K 2.5"" SAS/PERC H730P 2Gb/2x550W/5Y"
1575,Сервер Dell PowerEdge R440 КЦ,Сервер Dell PowerEdge R640 Server Сервер БД и Виртуализации РЦ с ТП 5 лет
1576,Сервер Dell PowerEdge R440 КЦ,"Сервер Dell PowerEdge R640 2xGold 6226R/6x16Gb RDIMM/8x900Gb 15K 2.5"" SAS/PERC H730P 2Gb/2x750W/5Y"
1577,Сервер Dell PowerEdge R440 КЦ,Сервер Dell PowerEdge R640 Server Сервер БД и Виртуализации РЦ с ТП 5 лет
1578,Сервер Dell PowerEdge R440 КЦ,Сервер 1С Dell PowerEdge R740 Server
1579,Сервер Dell PowerEdge R440 КЦ,Сервер Dell PowerEdge R640 Server Сервер БД и Виртуализации РЦ с ТП 5 лет
1580,Сервер Dell PowerEdge R440 КЦ,Сервер Dell PowerEdge R640 Server для управления двором (QMS) РЦ с ТП 5 лет
1581,ФТС5 Свитч D-Link DKVM-4U/C1B 4-порт.USB,D-Link KVM-402
1582,Жесткий диск WD10PURX 1 Тб (ОЭ) ТС5,Жесткий диск WD10PURZ
1583,Жесткий диск WD10PURX 1 Тб (ОЭ) ТС5,Жесткий диск WD10PURZ
1584,Жесткий диск WD10PURX 1 Тб (ОЭ) ТС5,Жесткий диск WD10PURZ
1585,Жесткий диск WD10PURX 1 Тб (ОЭ) ТС5,Жесткий диск WD10PURZ
1586,Жесткий диск WD10PURX 1 Тб (ОЭ) ТС5,Жесткий диск WD10PURZ
1587,Жесткий диск WD10PURX 1 Тб (ОЭ) ТС5,Жесткий диск WD10PURZ
1588,Жесткий диск WD10PURX 1 Тб (ОЭ) ТС5,Жесткий диск WD10PURZ
1589,Жесткий диск WD10PURX 1 Тб (ОЭ) ТС5,Жесткий диск WD10PURZ
1590,Жесткий диск WD10PURX 1 Тб (ОЭ) ТС5,Жесткий диск WD10PURZ
1591,Жесткий диск WD10PURX 1 Тб (ОЭ) ТС5,Жесткий диск WD10PURZ
1592,Жесткий диск WD10PURX 1 Тб (ОЭ) ТС5,Жесткий диск WD10PURZ
1593,Жесткий диск WD10PURX 1 Тб (ОЭ) ТС5,Жесткий диск WD10PURZ
1594,Жесткий диск WD10PURX 1 Тб (ОЭ) ТС5,Жесткий диск WD10PURZ
1595,Жесткий диск WD10PURX 1 Тб (ОЭ) ТС5,Жесткий диск WD10PURZ
1596,Жесткий диск WD10PURX 1 Тб (ОЭ) ТС5,Жесткий диск WD10PURZ
1597,Жесткий диск WD10PURX 1 Тб (ОЭ) ТС5,Жесткий диск WD10PURZ
1598,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1599,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1600,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1601,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1602,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1603,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1604,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1605,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1606,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
1607,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
1608,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
1609,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
1610,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
1611,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
1612,Подставка для сканера Honeywell 1450g ГМ,Honeywell 1450g2D-2
1613,Подставка для сканера Honeywell 1450g ГМ,Honeywell 1450g2D-2
1614,ФТС5 Свитч D-Link DKVM-4U/C1B 4-порт.USB,D-Link KVM-402
1615,Свитч D-Link DKVM-4U USB 2x cables ТС5,D-Link KVM-402
1616,"Монитор24""LG 24BK550Y-B+кабелиVGAиHDMIКЦ",Монитор LG 24BK550Y
1617,"Монитор24""LG 24BK550Y-B+кабелиVGAиHDMIКЦ",Монитор LG 24BK550Y
1618,Маршрутизатор Cisco ISR4321/K9,Cisco ISR4431-SEC/K9
1619,Маршрутизатор Cisco ISR4321/K9,Cisco ISR4431-SEC/K9
1620,Блок питания Joya,"Платежный электронный терминал ICT220 Ethernet Modem, Блок питания, MagicBox, Кабель RJ12-COM-DB9F"
1621,Блок питания Joya,Блок питания Aerocool VX-350 Plus
1622,Свитч D-Link DKVM-4U USB 2x cables ТС5,D-Link KVM-402
1623,ТС5 Ручной сканер 2D Honeywell 1450g2D,Honeywell 1450g2D-2
1624,ТС5 Ручной сканер 2D Honeywell 1450g2D,Honeywell 1450g2D-2
1625,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
1626,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
1627,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
1628,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
1629,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
1630,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
1631,Коммутатор Cisco WS-C2960RX-48TS-L КЦ,Cisco WS-C2960C-8TC-L
1632,Коммутатор Cisco WS-C2960RX-48TS-L КЦ,Cisco WS-C2960C-8TC-L
1633,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1634,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1635,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1636,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1637,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1638,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1639,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1640,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1641,Цифровой телефон DECT Gigaset A415 ГМ,Gigaset A420
1642,Цифровой телефон DECT Gigaset A415 ГМ,Gigaset A420
1643,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1644,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1645,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1646,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1647,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1648,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1649,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1650,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1651,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1652,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1653,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1654,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1655,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1656,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1657,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1658,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1659,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1660,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1661,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1662,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1663,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1664,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1665,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1666,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1667,Кабель удлинитель USB2.0 AM/AF 3м КЦ,"Кабель удлинитель USB 2.0 AM---->AF 1,8м"
1668,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1669,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1670,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1671,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1672,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1673,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1674,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1675,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1676,ГМ Ручн.сканер 2D Honeywell 1450g2D +каб,Honeywell 1450g2D-2
1677,Цифровой телефон DECT Gigaset A415 ГМ,Gigaset A420
1678,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1679,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1680,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1681,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1682,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1683,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1684,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1685,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1686,ГМ Ручн.сканер 2D Honeywell 1450g2D +каб,Honeywell 1450g2D-2
1687,ГМ Ручн.сканер 2D Honeywell 1450g2D +каб,Honeywell 1450g2D-2
1688,ГМ Ручн.сканер 2D Honeywell 1450g2D +каб,Honeywell 1450g2D-2
1689,Кабель удлинитель USB2.0 AM/AF 3м КЦ,"Кабель удлинитель USB 2.0 AM---->AF 1,8м"
1690,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1691,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1692,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1693,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1694,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1695,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1696,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1697,Патч-корд  UTP вилка-вилка RJ-455е 1м ТС,RJ-45 5е
1698,Блок питания Joya,"Платежный электронный терминал ICT220 Ethernet Modem, Блок питания, MagicBox, Кабель RJ12-COM-DB9F"
1699,Блок питания Joya,Блок питания Aerocool VX-350 Plus
1700,Сканер Ручной 2D Honeywell 1450g КЦ,Honeywell 1450g2D-2
1701,Кабель удлинитель USB2.0 AM/AF 3м КЦ,"Кабель удлинитель USB 2.0 AM---->AF 1,8м"
1702,ГМ Планшет Samsung Galaxy tab A SM-T285,Планшет Samsung Galaxy Tab A 8.0 SM-T295 LTE 32GB
1703,ГМ Планшет Samsung Galaxy tab A SM-T285,Планшет Samsung Galaxy Tab A 8.0 SM-T295 LTE 32GB
1704,ГМ Планшет Samsung Galaxy tab A SM-T285,Планшет Samsung Galaxy Tab A 8.0 SM-T295 LTE 32GB
1705,ГМ Планшет Samsung Galaxy tab A SM-T285,Планшет Samsung Galaxy Tab A 8.0 SM-T295 LTE 32GB
